ID_CNT_CONTRATO,NUMEROCONTRATO,PRECIOCONTRATO,FECHACONCERTACION,FECHAENTREGADESDE,FECHAENTREGAHASTA,tipoContrato_DESCRIPCION,OPERADORCOMERCIAL,MONEDA,ESTADOCONTRATO,CLIENTE_RAZONSOCIAL_CABECERA,PRODUCTO,PROVEEDOR_RAZONSOCIAL_CABECERA,CANTIDAD,CANTIDADORIGINAL,CANTIDADENTREGADA,CANTIDADLIQUIDADA,LUGARENTREGA,ZC,LOCALIDAD_LUGARENTREGA,PROVINCIA_LUGARENTREGA,NEGOCIO,MOTIVOOPERACION,COSECHA
100931,7917527,271950.37,2020-02-09,2020-02-09,2020-03-13,Precio Fijo,OPERADOR QUUR-ELQU 053,Dolares,TERMINADO,CLIENTE DOVI-YAZO 228,SOJA,PROVEEDOR XETE-ORUR 072,79.427,413.081,413.081,340.246,PUERTO MEQU-CACA 004,ZC77,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2019/20
828308,5849816,155.69,2019-05-16,2019-05-17,2019-06-23,Precio Fijo,OPERADOR LUIR-DOQU 007,Dolares,ENTREGADO,CLIENTE GABE-VIME 219,TRIGO PAN,PROVEEDOR BEAL-PALU 024,276.174,29.769,16.332,16.332,PUERTO ELBE-LUFI 003,ZC25,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
614532,7534892,7295.97,2019-05-25,2019-05-25,2019-06-23,Precio Fijo,OPERADOR GAGA-QUHA 029,Pesos Argentinos,TERMINADO,CLIENTE PASA-BEHA 386,MAIZ,PROVEEDOR JOXE-HADO 061,50.984,970.563,970.563,829.704,PUERTO MEQU-CACA 004,ZC41,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2025/26
824744,5543746,321780.52,2020-12-18,2021-08-08,2021-09-09,Precio Fijo,OPERADOR XENO-ORGA 012,Dolares,TERMINADO,CLIENTE BENO-IRME 837,TRIGO PAN,PROVEEDOR ELJO-WODO 082,174.234,1055.729,724.52,724.52,PUERTO MEQU-CACA 004,ZC74,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2023/24
795571,2966950,175.34,2019-03-25,2019-03-25,2019-04-25,Precio Fijo,OPERADOR LUIR-QUVI 049,Pesos Argentinos,TERMINADO,CLIENTE HAVI-GAKA 351,TRIGO PAN,PROVEEDOR MEQU-BEKA 028,29.397,178.74,157.335,149.132,PUERTO ELBE-LUFI 003,ZC18,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,nan,Compra,2021/22
843767,8097726,219148.72,2020-12-20,2020-12-22,2021-01-20,Precio Fijo,OPERADOR IROR-DOXE 047,Dolares,CANCELADO,CLIENTE URTE-CAUR 218,TRIGO PAN,PROVEEDOR SAWO-OREL 026,170.775,3083.212,2068.861,2068.861,PUERTO NOEL-TEWO 002,ZC18,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
174810,9977248,157.71,2020-01-29,2020-04-10,2020-04-19,Precio Fijo,OPERADOR QULU-WOXE 016,Dolares,TERMINADO,CLIENTE ALOR-RIXE 856,MAIZ,PROVEEDOR NOJO-ORJO 039,173.447,543.174,395.279,395.279,PUERTO NOEL-TEWO 002,ZC41,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
810487,8292421,236.51,2020-12-04,2020-12-04,2021-01-01,Precio Fijo,OPERADOR QULU-WOXE 016,Dolares,CANCELADO,CLIENTE ZOZO-NOLU 728,SOJA,PROVEEDOR PADO-NOZO 083,235.077,6429.685,4307.037,2691.576,PUERTO MEQU-CACA 004,ZC20,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2021/22
909550,9007263,299.71,2019-03-22,2019-03-22,2019-04-20,Precio Fijo,OPERADOR PAQU-XEYA 020,Dolares,TERMINADO,CLIENTE ZOPA-ORRI 205,SOJA,PROVEEDOR ELAL-VIWO 023,4289.196,183.449,183.449,140.188,PUERTO CAME-ZOFI 008,ZC20,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2021/22
952130,4322665,144.98,2020-02-25,2020-03-18,2020-04-15,Precio Fijo,OPERADOR URCA-QUBE 027,Dolares,CONFIRMADO,CLIENTE PALU-VIRI 216,MAIZ,PROVEEDOR URHA-WOCA 087,112.138,177.516,177.516,164.437,PUERTO ELBE-LUFI 003,ZC86,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
340694,3569152,218.71,2020-02-28,2020-02-28,2020-03-25,Precio Fijo,OPERADOR KAEL-SAZO 030,Dolares,ENTREGADO,CLIENTE VIKA-NOEL 122,TRIGO PAN,PROVEEDOR JOLU-VICA 017,534.493,27.537,18.921,9.64,PUERTO MEQU-CACA 004,ZC57,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2018/19
735885,1645078,175.55,2019-08-27,2019-08-27,2019-09-26,Precio Fijo,OPERADOR NOHA-FIKA 033,Dolares,TERMINADO,CLIENTE NOCA-URWO 441,MAIZ,PROVEEDOR ALRI-PAEL 015,367.795,24.685,23.818,12.863,PUERTO NOEL-TEWO 002,ZC01,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2022/23
617569,2961950,6486.35,2019-01-22,2019-01-25,2019-01-31,Precio Fijo,OPERADOR QUQU-XESA 035,Pesos Argentinos,ENTREGADO,CLIENTE MEHA-NOEL 683,MAIZ,PROVEEDOR ALIR-IRME 050,218.643,29.094,24.677,20.954,PUERTO MEQU-CACA 004,ZC74,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2020/21
451521,1367667,4509.67,2019-02-18,2019-02-19,2019-03-21,Precio Fijo,OPERADOR QUCA-IRTE 032,Dolares,CONFIRMADO,CLIENTE NONO-MERI 320,MAIZ,PROVEEDOR JOXE-HADO 061,152.127,25.146,21.051,16.722,PUERTO MEQU-CACA 004,ZC57,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
540888,2324863,176772.49,2020-08-05,2020-08-05,2020-09-06,Precio Fijo,OPERADOR CACA-QUBE 019,Dolares,ENTREGADO,CLIENTE NOLU-ALVI 919,MAIZ,PROVEEDOR ALRI-PAEL 015,53.466,26.895,22.573,19.83,PUERTO NOEL-TEWO 002,ZC20,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
786673,9457520,353222.91,2020-08-25,2020-08-25,2020-09-19,Precio Fijo,OPERADOR URCA-QUBE 027,Dolares,CONFIRMADO,CLIENTE GAAL-KAEL 510,SOJA,PROVEEDOR XEAL-ZOTE 011,284.709,207.13,97.934,97.934,PUERTO NOEL-TEWO 002,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
651977,7024745,131459.57,2019-02-01,2019-02-01,2019-02-25,Precio Fijo,OPERADOR DOEL-ELPA 026,Dolares,TERMINADO,CLIENTE URIR-RIDO 893,MAIZ,PROVEEDOR KAQU-KAJO 044,171.651,51.552,45.467,26.224,PUERTO HAJO-GAXE 009,ZC77,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2019/20
398264,4267073,246088.37,2020-09-01,2020-09-01,2020-10-03,Precio Fijo,OPERADOR MEJO-SAVI 039,Dolares,TERMINADO,CLIENTE ORYA-BEKA 110,TRIGO PAN,PROVEEDOR WOIR-CARI 051,32.375,89.553,71.805,64.343,PUERTO MEQU-CACA 004,ZC20,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2022/23
826937,5985172,131.02,2020-11-17,2020-11-17,2020-12-22,Precio Fijo,OPERADOR URIR-WOEL 051,Dolares,ENTREGADO,CLIENTE URWO-ZOGA 079,TRIGO PAN,PROVEEDOR ALRI-BEZO 054,68.602,158.15,92.473,92.473,PUERTO MEQU-CACA 004,ZC74,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2020/21
675450,7538358,177.95,2019-03-06,2019-03-07,2019-04-06,Precio Fijo,OPERADOR NOPA-TELU 043,Pesos Argentinos,TERMINADO,CLIENTE BECA-WOOR 517,TRIGO PAN,PROVEEDOR ELJO-WODO 082,83.968,106.049,74.341,39.8,PUERTO MEQU-CACA 004,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2023/24
307750,6219427,200.54,2019-05-27,2019-06-02,2019-06-27,Precio Fijo,OPERADOR DOEL-ELPA 026,Dolares,ENTREGADO,CLIENTE ORCA-ORVI 165,CEBADA FORRAJERA,PROVEEDOR KAQU-KAJO 044,28.138,331.226,260.66,150.839,PUERTO MEQU-CACA 004,ZC20,CIUDAD TEIR-BEOR 003,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2024/25
272100,8071961,223.67,2020-01-17,2020-01-17,2020-02-10,Precio Fijo,OPERADOR DOKA-RIWO 036,Dolares,TERMINADO,CLIENTE NOGA-VIVI 657,TRIGO PAN,PROVEEDOR TELU-ZOME 020,142.479,263.028,200.556,156.655,PUERTO NOEL-TEWO 002,ZC77,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2022/23
822716,1961936,5162.64,2019-01-01,2019-01-01,2019-01-05,Precio Fijo,OPERADOR KAWO-NOEL 050,Dolares,CONFIRMADO,CLIENTE ELVI-PAYA 044,MAIZ,PROVEEDOR RIUR-ELUR 064,1382.462,54.409,44.127,38.277,PUERTO MEQU-CACA 004,ZC25,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
648963,8633735,167.27,2020-05-16,2020-07-17,2020-08-22,Precio Fijo,OPERADOR TEHA-DOUR 001,Dolares,ANULADO,CLIENTE KASA-HAUR 514,SOJA,PROVEEDOR ELKA-ZORI 069,76.383,86.919,29.184,29.184,PUERTO NOEL-TEWO 002,ZC86,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2019/20
413010,6015141,184.09,2019-08-06,2019-08-25,2019-09-23,Precio Fijo,OPERADOR NOKA-JONO 017,Pesos Argentinos,TERMINADO,CLIENTE ALLU-VIIR 043,MAIZ,PROVEEDOR GAGA-LUOR 045,2051.836,242.054,238.337,148.258,PUERTO ELBE-LUFI 003,ZC01,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2018/19
257785,2410052,327481.15,2019-04-02,2019-04-09,2019-05-01,Precio Fijo,OPERADOR CACA-QUBE 019,Pesos Argentinos,TERMINADO,CLIENTE YAPA-MEXE 464,SOJA,PROVEEDOR LUQU-QUIR 057,389.63,153.275,94.784,92.072,PUERTO NOEL-TEWO 002,ZC25,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2020/21
398019,2633102,195.0,2019-12-18,2020-02-21,2020-03-26,Precio Fijo,OPERADOR NOKA-JOUR 055,Pesos Argentinos,ENTREGADO,CLIENTE HAKA-SAGA 271,TRIGO PAN,PROVEEDOR TELU-ZOME 020,30.886,94.456,50.026,50.026,PUERTO NOEL-TEWO 002,ZC25,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,nan,Compra,2021/22
921575,7230686,215.95,2020-11-30,2020-11-30,2020-12-27,Precio a Fijar,OPERADOR ELKA-MEHA 023,Dolares,TERMINADO,CLIENTE ORZO-IRNO 522,TRIGO PAN,PROVEEDOR XETE-ORUR 072,95.938,171.949,161.091,142.007,PUERTO NOEL-TEWO 002,ZC90,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2018/19
595788,4530063,221399.84,2020-11-02,2020-11-05,2020-11-20,Precio Fijo,OPERADOR QUUR-ELQU 053,Pesos Argentinos,CONFIRMADO,CLIENTE TERI-QUYA 131,TRIGO PAN,PROVEEDOR PACA-URKA 027,447.299,162.087,151.333,54.255,PUERTO NOEL-TEWO 002,ZC77,CIUDAD LUHA-RIAL 008,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
345006,3644640,175.42,2019-07-21,2019-09-15,2019-11-12,Precio Fijo,OPERADOR TEKA-ELVI 044,Pesos Argentinos,ENTREGADO,CLIENTE YAQU-RIHA 629,TRIGO PAN,PROVEEDOR GAGA-LUOR 045,105.843,365.17,209.562,209.562,PUERTO MEQU-CACA 004,ZC77,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
611559,3391528,185.95,2019-07-11,2019-07-11,2019-08-14,Precio Fijo,OPERADOR ZOQU-ORPA 046,Pesos Argentinos,TERMINADO,CLIENTE CAKA-KAHA 378,MAIZ,PROVEEDOR DOPA-WOFI 070,92.874,231.585,155.204,128.945,PUERTO NOEL-TEWO 002,ZC62,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
144884,4235782,150.83,2019-05-19,2019-05-19,2019-06-17,Precio Fijo,OPERADOR IROR-DOXE 047,Dolares,ENTREGADO,CLIENTE ORHA-TEAL 553,CEBADA FORRAJERA,PROVEEDOR LUZO-BEME 031,974.408,24.834,11.706,11.706,PUERTO ELBE-LUFI 003,ZC09,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2021/22
535759,4479840,197.7,2020-12-13,2020-12-13,2021-01-08,Precio Fijo,OPERADOR URCA-QUBE 027,Pesos Argentinos,CONFIRMADO,CLIENTE URPA-PABE 099,CEBADA FORRAJERA,PROVEEDOR LUQU-QUIR 057,52.127,33.69,21.963,21.963,PUERTO MEQU-CACA 004,ZC86,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2018/19
880674,5791003,184.43,2020-08-27,2020-09-29,2020-10-08,Precio Fijo,OPERADOR RIBE-BEVI 034,Dolares,TERMINADO,CLIENTE SAOR-TERI 907,MAIZ,PROVEEDOR QURI-URBE 079,208.711,84.753,70.478,70.478,PUERTO MEQU-CACA 004,ZC20,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2018/19
258051,9756863,4090.91,2020-05-04,2020-05-04,2020-06-10,Precio Fijo,OPERADOR URRI-LUPA 011,Dolares,CONFIRMADO,CLIENTE WOGA-WOCA 158,MAIZ,PROVEEDOR ALIR-IRME 050,206.319,69.095,61.165,30.25,PUERTO NOEL-TEWO 002,ZC01,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2020/21
365065,4111397,316632.76,2020-08-16,2020-08-16,2020-08-31,Precio Fijo,OPERADOR GAGA-QUHA 029,Dolares,CONFIRMADO,CLIENTE FIUR-GADO 404,TRIGO PAN,PROVEEDOR MEPA-KASA 047,125.122,99.653,95.4,37.63,PUERTO NOEL-TEWO 002,ZC74,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Exportacion,Compra,2018/19
148995,9939492,269793.83,2019-06-02,2019-07-03,2019-07-29,Precio Fijo,OPERADOR URIR-WOEL 051,Pesos Argentinos,TERMINADO,CLIENTE ALIR-DONO 476,TRIGO PAN,PROVEEDOR XESA-LUEL 066,54.473,237.625,210.21,165.476,PUERTO NOEL-TEWO 002,ZC74,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2018/19
792812,9959628,168.51,2019-05-05,2019-05-05,2019-06-02,Precio Fijo,OPERADOR LUTE-KAFI 006,Dolares,REDUCCION TOTAL,CLIENTE PARI-WOLU 078,CEBADA FORRAJERA,PROVEEDOR URHA-WOCA 087,73.898,298.231,256.913,200.503,PUERTO NOEL-TEWO 002,ZC41,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2018/19
372807,8359990,5559.25,2020-12-18,2020-12-20,2021-01-21,Precio Fijo,OPERADOR QULU-WOXE 016,Dolares,ENTREGADO,CLIENTE WOGA-WOCA 158,MAIZ,PROVEEDOR ELJO-WODO 082,59.483,169.445,162.245,69.345,PUERTO ELBE-LUFI 003,ZC62,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2021/22
935042,7862690,192.56,2019-10-06,2019-10-06,2019-11-12,Precio Fijo,OPERADOR KAPA-XEDO 004,Dolares,ENTREGADO,CLIENTE URSA-KAEL 124,TRIGO PAN,PROVEEDOR NOGA-TEDO 009,501.429,1186.045,1062.867,1062.867,PUERTO MEQU-CACA 004,ZC01,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2021/22
600965,3552906,182.1,2020-09-14,2020-09-21,2020-10-17,Precio Fijo,OPERADOR NOKA-JOUR 055,Dolares,TERMINADO,CLIENTE BEAL-MEPA 433,CEBADA FORRAJERA,PROVEEDOR XEZO-CAHA 034,114.804,121.164,82.117,62.242,PUERTO ELBE-LUFI 003,ZC86,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2024/25
247504,8507248,169.19,2019-09-14,2019-09-15,2019-10-10,Precio Fijo,OPERADOR RIEL-LUME 022,Dolares,TERMINADO,CLIENTE JOLU-HAHA 778,MAIZ,PROVEEDOR ELKA-ZORI 069,332.607,29.243,18.859,18.859,PUERTO NOEL-TEWO 002,ZC09,CIUDAD JOIR-VIAL 012,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2022/23
913202,3296422,115457.54,2020-11-07,2020-11-07,2020-12-06,Precio Fijo,OPERADOR LUIR-DOQU 007,Dolares,ENTREGADO,CLIENTE BESA-ORBE 009,MAIZ,PROVEEDOR ELPA-YAWO 052,232.0,3767.487,2590.36,2590.36,PUERTO NOEL-TEWO 002,ZC90,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2019/20
616757,9379485,138.95,2019-11-29,2019-12-11,2020-01-11,Precio Fijo,OPERADOR IRAL-KAYA 042,Dolares,TERMINADO,CLIENTE GAGA-FIUR 582,CEBADA FORRAJERA,PROVEEDOR XEAL-ZOTE 011,72.429,46.596,29.869,23.974,PUERTO ELBE-LUFI 003,ZC77,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2023/24
946244,9326037,189.96,2020-08-09,2020-08-13,2020-09-09,Precio Fijo,OPERADOR KAPA-XEDO 004,Dolares,TERMINADO,CLIENTE BEXE-JORI 109,TRIGO PAN,PROVEEDOR RIJO-CAQU 013,97.916,355.071,292.881,214.891,PUERTO NOEL-TEWO 002,ZC77,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2025/26
868005,8581283,312942.38,2020-03-04,2020-03-06,2020-03-12,Precio Fijo,OPERADOR IROR-DOXE 047,Dolares,CONFIRMADO,CLIENTE YASA-URXE 614,SOJA,PROVEEDOR YAHA-ELGA 055,52.752,28.785,22.089,22.089,PUERTO MEQU-CACA 004,ZC01,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2025/26
761346,7183259,5278.22,2020-12-31,2021-10-12,2021-11-15,Precio Fijo,OPERADOR NOHA-FIKA 033,Pesos Argentinos,CONFIRMADO,CLIENTE LUXE-KAWO 204,MAIZ,PROVEEDOR TELU-ZOME 020,387.617,251.472,211.728,211.728,PUERTO NOEL-TEWO 002,ZC09,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
525767,8504261,275.08,2019-05-23,2019-05-28,2019-06-24,Precio Fijo,OPERADOR TEKA-ELVI 044,Dolares,TERMINADO,CLIENTE MELU-YAZO 756,SOJA,PROVEEDOR ELQU-DOAL 035,82.293,488.079,400.848,177.691,PUERTO MEQU-CACA 004,ZC20,CIUDAD TEIR-BEOR 003,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2025/26
523434,3383815,302835.21,2020-11-18,2020-11-18,2021-01-05,Precio Fijo,OPERADOR YACA-JOFI 056,Dolares,CONFIRMADO,CLIENTE TEPA-GALU 283,TRIGO PAN,PROVEEDOR HACA-LUKA 003,280.701,1077.347,1039.428,726.181,PUERTO MEQU-CACA 004,ZC77,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Operac Primarias,Compra,2024/25
624298,2791739,152.66,2020-06-21,2020-06-21,2020-07-19,Precio Fijo,OPERADOR LUTE-KAFI 006,Dolares,TERMINADO,CLIENTE FIPA-SAFI 695,MAIZ,PROVEEDOR XESA-LUEL 066,54.055,397.383,388.676,254.398,PUERTO ELBE-LUFI 003,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2024/25
236280,7699790,159.19,2020-09-15,2020-10-24,2020-11-21,Precio Fijo,OPERADOR XENO-ORGA 012,Dolares,TERMINADO,CLIENTE YAFI-VIJO 675,CEBADA FORRAJERA,PROVEEDOR NOYA-CADO 029,19.56,193.163,141.014,141.014,PUERTO NOEL-TEWO 002,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2023/24
920228,4154581,199199.7,2019-12-30,2019-12-30,2020-01-26,Precio Fijo,OPERADOR WOXE-QUXE 041,Pesos Argentinos,TERMINADO,CLIENTE QUUR-SAZO 810,CEBADA FORRAJERA,PROVEEDOR NOJO-ORJO 039,88.811,527.215,329.041,329.041,PUERTO NOEL-TEWO 002,ZC74,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Operac Primarias,Venta,2024/25
628855,1453838,170.45,2019-09-10,2019-09-14,2019-10-13,Precio Fijo,OPERADOR ZOQU-ORPA 046,Dolares,ENTREGADO,CLIENTE QUZO-URJO 643,MAIZ,PROVEEDOR ALRI-BEZO 054,37.024,615.026,500.517,500.517,PUERTO MEQU-CACA 004,ZC01,CIUDAD TEIR-BEOR 003,PROVINCIA HAEL-PAGA 001,Cereales Expo,Venta,2025/26
724956,1052274,203.95,2020-12-11,2020-12-15,2021-01-18,Precio Fijo,OPERADOR IRAL-KAYA 042,Dolares,CONFIRMADO,CLIENTE JOOR-IRZO 627,TRIGO PAN,PROVEEDOR XEZO-CAHA 034,57.227,279.558,201.54,201.54,PUERTO NOEL-TEWO 002,ZC86,CIUDAD TEIR-BEOR 003,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2024/25
485979,2234422,212544.76,2019-06-06,2019-06-06,2019-07-11,Precio Fijo,OPERADOR ALQU-ORTE 031,Dolares,CONFIRMADO,CLIENTE JOHA-VIXE 321,MAIZ,PROVEEDOR NOGA-TEDO 009,493.624,21.302,18.615,10.655,PUERTO ELBE-LUFI 003,ZC25,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
373123,3402062,0.01,2020-01-27,2020-01-27,2020-02-19,Precio Fijo,OPERADOR ALQU-ORTE 031,Dolares,CONFIRMADO,CLIENTE MEME-QUNO 072,MAIZ,PROVEEDOR BEAL-PALU 024,71.553,630.362,417.645,417.645,PUERTO ELBE-LUFI 003,ZC90,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
880580,6666053,150.43,2020-02-24,2020-04-07,2020-05-03,Precio Fijo,OPERADOR RIZO-JOSA 005,Dolares,TERMINADO,CLIENTE JOIR-ORSA 515,MAIZ,PROVEEDOR MERI-TEFI 063,541.694,342.901,222.865,222.865,PUERTO ELBE-LUFI 003,ZC18,CIUDAD PAJO-URJO 001,PROVINCIA HAME-WORI 002,Operac Primarias,Compra,2019/20
545197,3812543,197.87,2020-04-30,2020-05-05,2020-05-31,Precio Fijo,OPERADOR DOEL-ELPA 026,Dolares,TERMINADO,CLIENTE HAFI-JODO 457,TRIGO PAN,PROVEEDOR RIJO-CAQU 013,60.216,31.144,27.69,22.324,PUERTO NOEL-TEWO 002,ZC77,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2025/26
313173,5043358,260483.15,2019-07-25,2019-07-25,2019-09-29,Precio Fijo,OPERADOR LUTE-KAFI 006,Dolares,TERMINADO,CLIENTE IRZO-QUUR 361,MAIZ,PROVEEDOR MEPA-KASA 047,121.642,11.365,7.918,7.918,PUERTO NOEL-TEWO 002,ZC86,CIUDAD TEDO-QUEL 010,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2018/19
948357,4035750,204.41,2020-03-29,2020-11-17,2020-12-21,Precio Fijo,OPERADOR PAQU-XEYA 020,Pesos Argentinos,TERMINADO,CLIENTE LUEL-HAAL 521,CEBADA FORRAJERA,PROVEEDOR SAWO-OREL 026,454.919,101.063,54.8,54.8,PUERTO MEQU-CACA 004,ZC49,CIUDAD PAJO-URJO 001,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2020/21
925583,4743554,149.68,2020-12-05,2020-12-11,2020-12-17,Precio Fijo,OPERADOR URRI-LUPA 011,Dolares,TERMINADO,CLIENTE ALCA-WOME 860,MAIZ,PROVEEDOR VIUR-ORJO 041,420.008,48.318,20.25,20.25,PUERTO NOEL-TEWO 002,ZC77,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2025/26
267050,8155030,139.15,2020-01-15,2020-01-23,2020-02-04,Precio Fijo,OPERADOR NOAL-HARI 037,Dolares,TERMINADO,CLIENTE XEKA-HAVI 864,TRIGO PAN,PROVEEDOR YATE-ELME 043,528.524,182.581,138.351,126.693,PUERTO MEQU-CACA 004,ZC77,CIUDAD TEIR-BEOR 003,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2022/23
826759,4275642,424.05,2020-07-20,2020-07-20,2020-08-21,Precio Fijo,OPERADOR ZOQU-ORPA 046,Dolares,TERMINADO,CLIENTE QUKA-ELHA 669,SOJA,PROVEEDOR GAGA-LUOR 045,47.614,533.347,449.974,449.974,PUERTO MEQU-CACA 004,ZC86,CIUDAD WOJO-ORZO 007,PROVINCIA HAME-WORI 002,Cereales Expo,Compra,2019/20
889317,1025566,177.91,2020-08-16,2020-08-17,2020-09-15,Precio Fijo,OPERADOR LUIR-QUVI 049,Dolares,ENTREGADO,CLIENTE JOOR-IRZO 627,TRIGO PAN,PROVEEDOR KATE-FIPA 021,523.402,905.314,866.747,807.373,PUERTO ELBE-LUFI 003,ZC77,CIUDAD XETE-PAKA 002,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2023/24
418221,1345205,222.94,2019-06-14,2019-06-17,2019-07-21,Precio Fijo,OPERADOR KAPA-XEDO 004,Dolares,CONFIRMADO,CLIENTE YACA-ORZO 296,TRIGO PAN,PROVEEDOR YAHA-ELGA 055,1000.84,14.942,14.942,10.252,PUERTO MEQU-CACA 004,ZC77,CIUDAD JOGA-DOTE 011,PROVINCIA HAEL-PAGA 001,Cereales Expo,Compra,2024/25
853885,7638369,178160.65,2019-07-07,2019-07-07,2019-08-04,Precio Fijo,OPERADOR GAGA-QUHA 029,Pesos Argentinos,TERMINADO,CLIENTE JOIR-LUEL 180,MAIZ,PROVEEDOR ORVI-MEUR 080,276.009,66.126,47.644,47.644,PUERTO NOEL-TEWO 002,ZC74,CIUDAD XETE-PAKA 002,PROVINCIA HAME-WORI 002,Cereales Expo,Prestamo/Devolucion,2023/24
