ID_CNT_CONTRATO,NUMEROCONTRATO,PRECIOCONTRATO,FECHACONCERTACION,FECHAENTREGADESDE,FECHAENTREGAHASTA,tipoContrato_DESCRIPCION,OPERADORCOMERCIAL,MONEDA,ESTADOCONTRATO,CLIENTE_RAZONSOCIAL_CABECERA,PRODUCTO,PROVEEDOR_RAZONSOCIAL_CABECERA,CANTIDAD,CANTIDADORIGINAL,CANTIDADENTREGADA,CANTIDADLIQUIDADA,LUGARENTREGA,ZC,LOCALIDAD_LUGARENTREGA,PROVINCIA_LUGARENTREGA,NEGOCIO,MOTIVOOPERACION,COSECHA
22075,,5500.0,2019-04-12,2019-04-12,2019-05-12,Precio Fijo,jveiga,Pesos Argentinos,TERMINADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,MAIZ,ASOC.DE COOP.ARGENTINAS COOP.LTDA,596.44,600.0,596.44,596.44,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
310974,,195.0,2025-09-22,2025-12-15,2026-01-15,Precio Fijo,parrigone,Dolares,CONFIRMADO,LISANDRO Y LEANDRO GONZALEZ HNOS SRL,TRIGO PAN,GRANAR S.A.,120.0,120.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,25/26
310102,,178.77,2025-09-16,2026-07-15,2026-08-14,Precio Fijo,earias1,Dolares,CONFIRMADO,ALEA Y CIA. S.A.,MAIZ,,300.0,300.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,25/26
306929,,178.12,2025-08-29,2025-08-29,2025-09-28,Precio Fijo,mbertolo,Dolares,CONFIRMADO,TARAYRE LEANDRO HIPOLITO,TRIGO PAN,,220.0,220.0,184.135,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Operac Primarias,Compra,24/25
310313,,175.0,2025-09-17,2025-10-01,2025-10-31,Precio Fijo,dmarini,Dolares,CONFIRMADO,SUR AGROPECUARIA SA,MAIZ,ENRIQUE R. ZENI Y CIA. S.A.,210.0,210.0,122.0,210.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
310035,,188.0,2025-09-16,2025-11-15,2025-12-15,Precio Fijo,jveiga,Dolares,CONFIRMADO,MATESUR S.A.,TRIGO PAN,SESNICH - VILLALONGA CEREALES SA,1000.0,1000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
21983,,140.0,2019-04-12,2019-04-12,2019-05-12,Precio Fijo,parrigone,Dolares,TERMINADO,DON LUIS S R L,CEBADA FORRAJERA,GRANAR S.A.,82.02,140.0,82.02,82.02,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
20250,,,2019-03-22,2019-03-22,2019-04-21,Precio a Fijar,parrigone,Dolares,TERMINADO,GRANOS DEL OESTE SOCIEDAD ANONIMA,CEBADA FORRAJERA,MAROUN SA,30.14,30.0,30.14,30.14,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
19169,,5700.0,2019-03-11,2019-03-11,2019-03-18,Precio Fijo,mlujan,Pesos Argentinos,TERMINADO,COOP.AGRIC.GAN.FEDERADA DE V. CANAS LTDA,MAIZ,ASOC.DE COOP.ARGENTINAS COOP.LTDA,100.0,100.0,100.0,100.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
309977,,585.0,2025-09-16,2025-09-16,2025-10-16,Precio Fijo,stinari,Dolares,CONFIRMADO,VISION AGROPECUARIA SOCIEDAD POR ACCIONES SIMPLIFICADA,UREA GRANULADA,,30.0,30.0,0.0,30.0,MOVIPORT,UP RIVER,SAN NICOLAS,Buenos Aires,Agro Insumos,Venta,25/26
307260,,,2025-09-01,2025-09-01,2025-10-01,Precio a Fijar,dmasotta,Dolares,ENTREGADO,SANDA S.A,SOJA 2 BS,,1510.877,1500.0,1510.877,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,24/25
308520,,202.0,2025-09-08,2025-09-08,2025-10-08,Precio Fijo,jveiga,Dolares,TERMINADO,COOP FEDERAL AGRIC GANAD DE SAN JUSTO,TRIGO PAN,,35.0,35.0,35.0,35.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
20252,,140.0,2019-03-22,2019-04-01,2019-05-01,Precio Fijo,mlujan,Dolares,TERMINADO,NUTRIEN AG SOLUTIONS ARGENTINA SA,MAIZ,GRANAR S.A.,80.236,85.0,80.236,80.236,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
307518,,,2025-09-02,2025-12-01,2025-12-31,Precio a Fijar,edibaggio,Dolares,CONFIRMADO,GARFIN AGRO S.A.,TRIGO PAN,,83.0,83.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,25/26
312339,,495.0,2025-05-23,2025-05-23,2025-06-22,Precio Fijo,egonzalez,Dolares,ENTREGADO,AGROAUSTRAL SRL,UREA GRANULADA,,60.0,60.0,60.0,60.0,SEA WHITE,BAHIA BLANCA,BAHIA BLANCA,Buenos Aires,Agro Insumos,Venta,25/26
306405,,274000.0,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,jveiga,Pesos Argentinos,CONFIRMADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,TRIGO PAN,ASOC.DE COOP.ARGENTINAS COOP.LTDA,240.0,240.0,0.0,240.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
310001,,293000.0,2025-09-16,2025-09-16,2025-10-16,Precio Fijo,parrigone,Pesos Argentinos,ANULADO,MORERO SEMILLAS Y CEREALES S.A.,TRIGO PAN,GRANAR S.A.,1000.0,1000.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
308384,,342268.75,2025-09-05,2025-09-05,2025-10-05,Precio Fijo,currutia,Pesos Argentinos,CONFIRMADO,HUGO ROBERTO NANNINI,SOJA,,8.0,8.0,7.134,7.134,PRUNDER,BAHIA BLANCA,AMERICA,Buenos Aires,Operac Primarias,Compra,24/25
310373,,188.0,2025-09-18,2025-11-01,2025-11-30,Precio Fijo,jveiga,Dolares,CONFIRMADO,LOVATO FEDERICO ANDRES,TRIGO PAN,MARCHISIO FERNANDEZ SRL,90.0,90.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
309987,,173.0,2025-09-15,2025-10-01,2025-10-31,Precio Fijo,dmanzor,Dolares,CONFIRMADO,ROAGRO NEGOCIOS S. A.,MAIZ,ROAGRO SA,120.0,120.0,0.0,120.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
310508,,196.95,2025-09-19,2025-09-19,2025-10-19,Precio Fijo,mnunez,Dolares,ENTREGADO,CAMPOAMOR HERMANOS S.A.C.I.F.A.,TRIGO PAN,,700.0,700.0,700.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
306886,,298.5,2025-08-28,2026-03-01,2026-03-31,Precio Fijo,jrucci,Dolares,CONFIRMADO,AGRO-VULCAN SA,GIRASOL OLEICO,,30.0,30.0,0.0,0.0,VITERRA QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Operac Primarias,Compra,25/26
20242,,140.0,2019-03-22,2019-04-01,2019-05-01,Precio Fijo,mlujan,Dolares,TERMINADO,LAF-CAL ACEISA,MAIZ,BARRILLI S.A.,300.0,300.0,300.0,300.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
19879,,170.0,2019-03-19,2019-03-19,2019-04-18,Precio Fijo,dpirola,Dolares,TERMINADO,AGROPECUARIA MILLAGRO SA,TRIGO PAN,,88.94,90.0,88.94,88.94,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
310060,,297.99,2025-09-16,2025-09-16,2025-10-16,Precio Fijo,edibaggio,Dolares,CONFIRMADO,FIDEICOMISO CAZENAVE SIEMBRAS,SOJA 2 BS,,600.0,600.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,24/25
22807,,5600.0,2019-04-24,2019-04-24,2019-05-24,Precio Fijo,jveiga,Pesos Argentinos,TERMINADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,MAIZ,ASOC.DE COOP.ARGENTINAS COOP.LTDA,15.744,15.744,15.744,15.744,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
310017,,189.88,2025-09-16,2025-11-01,2025-12-01,Precio Fijo,mlujan,Dolares,CONFIRMADO,PUERTO ARROYO SECO SA,TRIGO PAN,,1000.0,1000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
310563,,188.0,2025-09-19,2025-11-15,2025-12-15,Precio Fijo,jveiga,Dolares,CONFIRMADO,ARGENTRADING S.A.,TRIGO PAN,INTAGRO S.A.,1000.0,1000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
306043,,196.95,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,lchima,Dolares,ENTREGADO,CETA CEREALES S.A.,TRIGO PAN,,64.98,60.0,64.98,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
306927,,170.0,2025-08-29,2025-08-29,2025-09-28,Precio Fijo,mnunez,Dolares,CONFIRMADO,ARGENTRADING S.A.,MAIZ,INTAGRO S.A.,2000.0,2000.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
306040,,202.0,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,mlujan,Dolares,ENTREGADO,SALVADOR JOSE PUIGPINOS SA,TRIGO PAN,FERRERO- ALANIZ SRL,35.36,30.0,35.36,35.36,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
310018,,188.0,2025-09-16,2025-11-15,2025-12-15,Precio Fijo,mlujan,Dolares,CONFIRMADO,J.H.B. SAU,TRIGO PAN,MACRO AGRO SAU,1000.0,1000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
311950,,343.27,2025-09-24,2025-11-15,2025-12-30,Precio Fijo,cmoreno,Dolares,CONFIRMADO,LLOZU SOCIEDAD ANONIMA,SOJA,,300.0,300.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,24/25
310012,,263000.0,2025-09-16,2025-09-16,2025-10-16,Precio Fijo,mlujan,Pesos Argentinos,ENTREGADO,TOSQUITA CEREALES S.A.,MAIZ,ENRIQUE R. ZENI Y CIA. S.A.,340.0,340.0,340.0,340.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
309062,,175.0,2025-09-10,2025-09-10,2025-10-10,Precio Fijo,dpirola,Dolares,ENTREGADO,HECTOR JULIAN IBARGUREN,MAIZ,NUEVA CEREALES SA,210.0,210.0,210.0,210.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
306827,,173.25,2025-08-28,2025-08-28,2025-09-27,Precio Fijo,jrossello,Dolares,TERMINADO,PRODUCTOS DON MIRILLO SRL,MAIZ,,3.58,3.58,3.58,3.58,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Operac Primarias,Compra,24/25
312113,,195.0,2025-09-24,2025-12-01,2025-12-31,Precio Fijo,dmarini,Dolares,CONFIRMADO,SUR AGROPECUARIA SA,CEBADA FORRAJERA,ENRIQUE R. ZENI Y CIA. S.A.,60.0,60.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,25/26
312137,,185.0,2025-09-24,2025-11-01,2025-12-01,Precio Fijo,earias1,Dolares,CONFIRMADO,GONZALEZ CHRISTIAN OMAR,MAIZ,CORRETAJE BAHIA S.A.,88.0,88.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
301352,,,2025-08-02,2025-08-02,2025-12-31,Precio Fijo,rcereceda,Pesos Argentinos,CONFIRMADO,BUNGE ARGENTINA S.A.,MEZCLA QUIMICA 12N-40F+10S+1Zn,,140.0,140.0,140.0,0.0,BUNGE RAMALLO,UP RIVER,VILLA RAMALLO,Buenos Aires,Agro Insumos,Prestamo/Devolucion,23/24
306068,,605.0,2025-08-22,2025-08-22,2025-09-22,Precio Fijo,mcomba,Dolares,ENTREGADO,C.A.F.E.R. CL COOP AGROP FED,UREA GRANULADA,,4.74,4.8,4.74,4.74,PROFERTIL - PGSM,UP RIVER,PUERTO GENERAL SAN MARTIN,Santa Fe,Agro Insumos,Venta,25/26
22555,,5550.0,2019-04-22,2019-04-22,2019-05-22,Precio Fijo,jveiga,Pesos Argentinos,TERMINADO,R. PRODUCCION SRL,MAIZ,ROAGRO SA,296.22,300.0,296.22,296.22,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
310354,,610.0,2025-09-18,2025-09-18,2025-10-18,Precio Fijo,calba,Dolares,ENTREGADO,LORATOB AGROPECUARIA SRL,UREA GRANULADA,,4.14,4.3,4.14,4.3,VITERRA AMENABAR,AMENABAR,AMENABAR,Santa Fe,Agro Insumos,Venta,25/26
311010,,194.02,2025-09-22,2025-11-15,2025-12-15,Precio Fijo,malbarenque,Dolares,CANCELADO,COOP AGROP DE PROD Y CONSUMO SANTA LUCIA,TRIGO PAN,,390.0,390.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,25/26
306153,,175.0,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,mnunez,Dolares,TERMINADO,PRUNDER S.A.,MAIZ,CORTINA-BERUATTO S.A.,210.0,210.0,210.0,210.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
310126,,173.0,2025-09-16,2025-10-01,2025-10-31,Precio Fijo,mnunez,Dolares,CONFIRMADO,NVD PARTICIPACIONES S.A.,MAIZ,NEGOCIOS DE GRANOS S.A.,740.0,740.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
20401,,7342.12,2019-03-26,2019-03-26,2019-04-25,Precio Fijo,smonteoliva,Pesos Argentinos,TERMINADO,LOS GROBO AGROPECUARIA S.A.,TRIGO PAN,,3512.12,3500.0,3512.12,3512.12,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
312136,,195.0,2025-09-24,2025-12-01,2025-12-31,Precio Fijo,mnunez,Dolares,CONFIRMADO,RUPAY AGRO S.A.,CEBADA FORRAJERA,ARGENCER S.A.,1000.0,1000.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,25/26
19847,,641.0,2019-03-19,2019-03-26,2019-03-31,Precio Fijo,arotnitz,Dolares,ENTREGADO,PROCTER & GAMBLE ARGENTINA SRL,GLICERINA REFINADA,,29.02,30.0,29.02,29.02,RENOVA SAN LORENZO,UP RIVER,SAN LORENZO,Santa Fe,Biodiesel,Venta,18/19
19816,,170.0,2019-03-19,2019-03-19,2019-04-18,Precio Fijo,smonteoliva,Dolares,TERMINADO,BERTOLAMI CEREALES S.A.,TRIGO PAN,,149.48,150.0,149.48,149.48,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
17633,,5200.0,2019-02-13,2019-02-13,2019-02-28,Precio Fijo,jveiga,Pesos Argentinos,TERMINADO,DOS LEGADOS S.A.,MAIZ,AGROBROKERS SRL,114.524,120.0,114.524,114.524,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,17/18
310142,,196.95,2025-09-16,2025-09-16,2025-10-16,Precio Fijo,dmarini,Dolares,CONFIRMADO,AGRIFORUM SA,TRIGO PAN,,300.0,300.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
310053,,188.0,2025-09-16,2025-11-15,2025-12-15,Precio Fijo,ffernandez,Dolares,CONFIRMADO,YABITO S.A.,TRIGO PAN,GRANAR S.A.,300.0,300.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
310298,,175.0,2025-09-17,2025-10-01,2025-10-31,Precio Fijo,dmanzor,Dolares,CONFIRMADO,ALLARIA AGRONEGOCIOS S.A.,MAIZ,ALLARIA AGROFINANZAS S.A.,200.0,200.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
310065,,260000.0,2025-09-16,2025-10-01,2025-10-31,Precio Fijo,mnunez,Pesos Argentinos,CONFIRMADO,ARGENTRADING S.A.,MAIZ,INTAGRO S.A.,1000.0,1000.0,207.97,1000.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
312133,,185.0,2025-09-24,2025-11-01,2025-12-01,Precio Fijo,earias1,Dolares,CONFIRMADO,WIENZBIKY AGROPECUARIA S.R.L.,MAIZ,CORRETAJE BAHIA S.A.,68.0,68.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
306155,,610.0,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,garribas,Dolares,CONFIRMADO,TIMOTEO BALBIN S.A.,UREA GRANULADA,,50.0,50.0,29.88,50.0,MOVIPORT,UP RIVER,SAN NICOLAS,Buenos Aires,Agro Insumos,Venta,25/26
306509,,204.02,2025-08-27,2025-08-27,2025-09-26,Precio Fijo,jveiga,Dolares,ENTREGADO,ORTEGA HNOS SA,TRIGO PAN,,300.0,300.0,300.0,300.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
161264,,390.0,2022-01-14,2022-01-14,2022-02-13,Precio Fijo,,Dolares,CANCELADO,AGROFIDI COMERCIAL S.A.,SOJA,LBO S A,740.0,740.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
145082,,350.0,2021-08-26,2021-08-26,2021-09-25,Precio Fijo,,Dolares,CANCELADO,COMMODITIES S.A.,SOJA,GRASSI S.A.,15000.0,15000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
145086,,350.0,2021-08-26,2021-08-26,2021-09-25,Precio Fijo,,Dolares,CANCELADO,AGRIC FEDERADOS ARGENTINOS SOC COOP LTDA,SOJA 2 BS,AGRIC FEDERADOS ARGENTINOS SOC COOP LTDA,10000.0,10000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
143649,,340.0,2021-08-12,2021-08-12,2021-09-11,Precio Fijo,,Dolares,CANCELADO,SEMILLERA FUERTES S.A.,SOJA,GRANAR S.A.,1500.0,1500.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
141925,,335.0,2021-08-02,2021-08-02,2021-09-01,Precio Fijo,,Dolares,CANCELADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,SOJA,ASOC.DE COOP.ARGENTINAS COOP.LTDA,10000.0,10000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
143815,,343.0,2021-08-13,2021-08-13,2021-09-12,Precio Fijo,,Dolares,CANCELADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,SOJA,ASOC.DE COOP.ARGENTINAS COOP.LTDA,5000.0,5000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
176490,,303.0,2022-06-07,2022-06-07,2022-06-11,Precio Fijo,,Dolares,CANCELADO,VITERRA ACOPIO S. A.,CEBADA FORRAJERA,,210.0,210.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,,Compra,21/22
145084,,350.0,2021-08-26,2021-08-26,2021-09-25,Precio Fijo,,Dolares,CANCELADO,MATESUR S.A.,SOJA,SESNICH - VILLALONGA CEREALES SA,2500.0,2500.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
313554,,492525.0,2025-10-01,2025-10-01,2025-10-31,Precio Fijo,malbarenque,Pesos Argentinos,REDUCCION TOTAL,AGRONOMIA PAMPA SRL,SOJA,,0.0,800.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,24/25
141944,,335.0,2021-08-02,2021-08-02,2021-09-01,Precio Fijo,,Dolares,CANCELADO,COMMODITIES S.A.,SOJA,GRASSI S.A.,5000.0,5000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
144745,,347.0,2021-08-24,2021-08-24,2021-09-23,Precio Fijo,,Dolares,CANCELADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,SOJA,ASOC.DE COOP.ARGENTINAS COOP.LTDA,10000.0,10000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
131690,,330.0,2021-04-15,2021-05-01,2021-05-31,Precio Fijo,,Dolares,ANULADO,LISTELLO ALFREDO ANTONIO,SOJA,GRANAR S.A.,60.0,60.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
290417,,,2025-06-23,2025-06-23,2025-07-23,Precio Fijo,,Dolares,CANCELADO,PRODUCIENDO EL SUELO S.A.,SORGO GRANIFERO,,1000.0,1000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,24/25
148700,,350.0,2021-09-29,2021-09-29,2021-10-29,Precio Fijo,,Dolares,CANCELADO,ENRIQUE M. BAYA CASAL S.A.,SOJA 2 BS,MBC CORREDORA DE CEREALES SRL,1000.0,1000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
143648,,340.0,2021-08-12,2021-08-12,2021-09-11,Precio Fijo,,Dolares,CANCELADO,COMMODITIES S.A.,SOJA,GRASSI S.A.,10000.0,10000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
151467,,352.0,2021-10-22,2021-10-22,2021-11-21,Precio Fijo,,Dolares,CANCELADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,SOJA,ASOC.DE COOP.ARGENTINAS COOP.LTDA,3000.0,3000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
243291,,,2024-05-16,2024-05-16,2024-06-15,Precio Fijo,,Pesos Argentinos,CANCELADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,SOJA,ASOC.DE COOP.ARGENTINAS COOP.LTDA,1990.0,1990.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,23/24
143650,,340.0,2021-08-12,2021-08-12,2021-09-11,Precio Fijo,,Dolares,CANCELADO,ALDO ESTEBAN JOSE RUFFINO,SOJA,AGROMAR S.R.L.,230.0,230.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
155943,,235.0,2021-12-10,2022-02-01,2022-03-31,Precio Fijo,,Dolares,CANCELADO,CAMPOAMOR HERMANOS S.A.C.I.F.A.,MAIZ,DUKAREVICH S.A.,300.0,300.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,,Compra,20/21
131691,,330.0,2021-04-15,2021-05-01,2021-05-31,Precio Fijo,,Dolares,ANULADO,GRA FER S R L,SOJA,GRANAR S.A.,90.0,90.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
239461,,252500.0,2024-04-10,2024-04-10,2024-05-10,Precio Fijo,,Pesos Argentinos,CANCELADO,OJEDA AGROPECUARIA S. A.,SOJA,,30.0,30.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,23/24
151888,,195.0,2021-10-27,2022-03-15,2022-04-14,Precio Fijo,,Dolares,CANCELADO,MATESUR S.A.,MAIZ,SESNICH - VILLALONGA CEREALES SA,900.0,900.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,21/22
160869,,385.0,2022-01-13,2022-01-13,2022-02-12,Precio Fijo,,Dolares,CANCELADO,AGRIC FEDERADOS ARGENTINOS SOC COOP LTDA,SOJA,AGRIC FEDERADOS ARGENTINOS SOC COOP LTDA,5000.0,5000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
162304,,232.3,2022-01-21,2022-02-01,2022-02-28,Precio Fijo,,Dolares,CANCELADO,VITERRA ACOPIO S. A.,MAIZ,,300.0,300.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
144464,,342.0,2021-08-19,2021-08-19,2021-09-18,Precio Fijo,,Dolares,CANCELADO,ASOC.DE COOP.ARGENTINAS COOP.LTDA,SOJA,ASOC.DE COOP.ARGENTINAS COOP.LTDA,2000.0,2000.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,,Compra,20/21
